Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2021;0350936C;Université Rennes-I;Université de Rennes 1;2  RUE DU THABOR;;35065;RENNES CEDEX;1702281F;DROIT, ECONOMIE, GESTION;Histoire du droit et des institutions;diplôme;2017;2021;0;Université de Nantes;0;;;Sans objet;;;;9wAap
2021;0350937D;Université Rennes-II;;PLACE DU RECTEUR LE MOAL;;35043;RENNES CEDEX;1701558V;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;diplôme;2017;2021;0;Ecole des hautes études en santé publique,Université Rennes-I;1;Formation initiale,Formation continue;;Sans objet;;;;ti37C
2021;0383493R;Université Grenoble Alpes;UGA;621 avenue Centrale;;38400;ST MARTIN D HERES;1603197F;DROIT, ECONOMIE, GESTION;Management public;dossier;2021;;0;Institut polytechnique de Grenoble;1;;;Sans objet;;;;Y7ch7
2021;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800631M;SCIENCES POLITIQUES ET SOCIALES;Études européennes et internationales;diplôme;2018;2022;0;;;Formation initiale,Formation continue;3ème semestre;Sans objet;;;;4k25D
2021;0751719L;Université Paris-III;Université Sorbonne Nouvelle - Paris III;8, Avenue de Saint-Mandé;;75012;PARIS;1301112C;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2021;2023;0;Université Paris-I,Institut national des langues et civilisations orientales,Université Sorbonne Université,Université de Paris;1;Formation initiale;1er semestre;Sans objet;;Lettres;https://www.inspe-paris.fr/;8k883
2021;0753471R;Conservatoire national des arts et métiers;;292 RUE SAINT MARTIN;;75141;PARIS CEDEX 03;1604773P;DROIT, ECONOMIE, GESTION;Entrepreneuriat et management de projets;diplôme;2019;2023;1;;;Formation continue;1er semestre;Non;;;;XR16q
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800856F;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;140;;;xJdyB
2020;0062126D;Universié Côte d'Azur;;28 avenue VALROSE;;06103;NICE CEDEX 2;1800592U;DROIT, ECONOMIE, GESTION;Innovation, entreprise et société;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;75;;;s3t8T
2020;0133774G;Ecole centrale de Marseille;;38 RUE JOLIOT CURIE;38, rue Frédéric Joliot-Curie;13451;MARSEILLE CEDEX 13;1800806B;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2018;2022;1;Université d'Avignon,Université d'Aix-Marseille;0;Formation initiale;3ème semestre;Sans objet;;;https://www.centrale-marseille.fr/;1tI7C
2020;0211237F;Université de Dijon;;Esplanade Erasme;BP 27877;21078;DIJON CEDEX;1703193X;ARTS, LETTRES, LANGUES;Sciences du langage;diplôme;2017;2022;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;30;;;Lr94O
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800879F;ARTS, LETTRES, LANGUES;Langues et sociétés;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;75;;;xJdyB
2020;0141408E;Université de Caen  Normandie;;ESPLANADE DE LA PAIX;;14032;CAEN CEDEX 5;1701630Y;SCIENCES, TECHNOLOGIES, SANTÉ;Microbiologie;diplôme;2017;2021;1;Université de Rouen;0;Formation initiale;1er semestre;Oui;26;;;p25Q3
2020;0141408E;Université de Caen  Normandie;;ESPLANADE DE LA PAIX;;14032;CAEN CEDEX 5;1701782N;DROIT, ECONOMIE, GESTION;Droit civil;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;p25Q3
2020;0250082D;Ecole nationale supérieure de mécanique et de microtechniques de Besançon;;26  CHEMIN DE L'EPITAPHE;CS 51813;25030;BESANCON CEDEX;1702505Z;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie des systèmes complexes;diplôme;2017;2022;1;Université de Besançon;0;Formation initiale;1er semestre;Oui;14;;;cWx2t
2020;0290346U;Université de Brest;;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1702500U;SCIENCES, TECHNOLOGIES, SANTÉ;Réseaux et télécommunication;diplôme;2017;2021;1;Ecole nationale d'ingénieurs de Brest;0;Formation initiale,Formation continue,Alternance;1er semestre;Oui;60;;;06SE7
2020;0341089Z;Université Montpellier-III;;ROUTE DE MENDE;;34199;MONTPELLIER CEDEX 5;1501234B;SCIENCES HUMAINES ET SOCIALES;Études du développement;diplôme;2015;2020;1;;;Formation initiale,Formation continue;3ème semestre;Sans objet;;;https://www.univ-montp3.fr/fr/formations/offre-de-formation/master-lmd-XB/sciences-humaines-et-sociales-SHS/master-2-etude-du-developpement-program-fr_rne_34189z_pr_1298296188718.html;1I7hJ
2020;0341089Z;Université Montpellier-III;;ROUTE DE MENDE;;34199;MONTPELLIER CEDEX 5;1502012X;SCIENCES HUMAINES ET SOCIALES;Mondes médiévaux;diplôme;2015;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;1I7hJ
2020;0341089Z;Université Montpellier-III;;ROUTE DE MENDE;;34199;MONTPELLIER CEDEX 5;1502136G;ARTS, LETTRES, LANGUES;Langues étrangères appliquées;diplôme;2015;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;154;;;1I7hJ
2020;0341089Z;Université Montpellier-III;;ROUTE DE MENDE;;34199;MONTPELLIER CEDEX 5;1502377U;ARTS, LETTRES, LANGUES;Musicologie;diplôme;2015;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;Musicologie;https://www.univ-montp3.fr/fr/formations/offre-de-formation/master-lmd-XB/arts-lettres-langues-ALL/master-1-musicologie-program-fr_rne_34189z_pr_129717927586.html;1I7hJ
2020;0342321N;Université de Montpellier;;163  RUE AUGUSTE BROUSSONET;;34090;MONTPELLIER;1900345A;SCIENCES, TECHNOLOGIES, SANTÉ;Staps : activité physique adaptée et santé;diplôme;2018;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;70;Sciences et techniques des activités physiques et sportives;https://formations.umontpellier.fr/fr/formations/sciences-technologies-sante-STS/master-XB/staps-activite-physique-adaptee-et-sante-program-staps-management-du-sport-3.html;7yd5d
2020;0350097R;Institut national des sciences appliquées de Rennes;;20  AVENUE DES BUTTES DE COESMES;CS 70839;35708;RENNES CEDEX 7;1702089X;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie de conception;diplôme;2017;2021;1;Ecole nationale d'ingénieurs de Brest,Ecole nationale supérieure de techniques avancées Bretagne,Université de Brest,Université de Bretagne Sud;0;Formation initiale;3ème semestre;Sans objet;;;;3GxJ8
2020;0350936C;Université Rennes-I;;2  RUE DU THABOR;;35065;RENNES CEDEX;1701737P;DROIT, ECONOMIE, GESTION;Droit privé;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;70;;;9wAap
2020;0753471R;Conservatoire national des arts et métiers;;292 RUE SAINT MARTIN;;75141;PARIS CEDEX 03;1501215F;SCIENCES, TECHNOLOGIES, SANTÉ;Electronique, énergie électrique, automatique;diplôme;2020;2024;0;Université Gustave Eiffel;1;Formation continue;3ème semestre;Sans objet;;;https://www.telecom-sudparis.eu/;XR16q
2020;0755754X;Groupe des écoles nationales d'économie et statistique;;18 boulevard ADOLPHE-PINARD;;75675;PARIS;1703416P;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2017;2021;1;Université de Brest,Institut national des sciences appliquées de Rennes,Université Rennes-I,Université Rennes-II,Ecole normale supérieure de Rennes;1;Formation initiale;3ème semestre;Sans objet;;;;xQM8u
2020;0755890V;UNIVERSITE SORBONNE UNIVERSITE;;21 RUE DE L'ECOLE DE MEDECINE;;75006;PARIS;1301112C;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2021;2023;1;Université Paris-I,Université Paris-III,Institut national des langues et civilisations orientales,Université de Paris;0;Formation initiale,Formation continue;1er semestre;Oui;360;;;bxPQe
2020;0755976N;Université de Paris;;85 boulevard Saint Michel;;75006;PARIS;1405784N;DROIT, ECONOMIE, GESTION;Management;diplôme;2019;2023;1;;;;1er semestre;Oui;75;;;5cZyU
2020;0756036D;Université Paris Sciences et Lettres;;60, rue Mazarine;;75006;PARIS;1900161A;SCIENCES HUMAINES ET SOCIALES;Sciences des religions et sociétés;diplôme;2019;2023;1;Ecole des hautes études en sciences sociales;0;Formation initiale,Formation continue;1er semestre;Oui;20;;;PpsCQ
2020;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS CEDEX 1;1800288P;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;https://www.u-picardie.fr/catalogue-formations/FI/co/master-m.html;8j5s2
2020;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;1403127N;ARTS, LETTRES, LANGUES;Etudes européennes et internationales;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;;;g6rwB
2020;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;2000158X;DROIT, ECONOMIE, GESTION;Droit européen;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;Droit;http://formation.parisnanterre.fr;g6rwB
2020;0931238R;Université Paris-XIII;;AVENUE JEAN BAPTISTE CLEMENT;;93430;VILLETANEUSE;1406212C;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;68;;;cqyN7
2021;0922605G;Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et enseignements adaptés;;58 avenue des Landes;;92150;SURESNES;2000229Z;SCIENCES HUMAINES ET SOCIALES;Pratiques inclusives, handicap, accessibilité et accompagnement;diplôme;2020;2024;1;;;;;;;;;a2a9U
2020;0350937D;Université Rennes-II;;PLACE DU RECTEUR LE MOAL;;35043;RENNES CEDEX;1702343Y;ARTS, LETTRES, LANGUES;Littérature générale et comparée;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;https://formations.univ-rennes2.fr/fr/formations/master-37/master-mention-litterature-generale-et-comparee-JFDY3LDL.html;ti37C
2020;0370800U;Université de Tours;;60  RUE RUE DU PLAT D'ETAIN;;37000;TOURS;1800508C;DROIT, ECONOMIE, GESTION;Économie internationale;diplôme;2018;2022;1;Université d'Orléans;0;Formation initiale,Formation continue;3ème semestre;Sans objet;;;https://www.univ-tours.fr/formations/formations-2/nos-formations/master-droit-economie-gestion-mention-economie-internationale-61364.kjsp?RH=117948215396;cqkij
2020;0370800U;Université de Tours;;60  RUE RUE DU PLAT D'ETAIN;;37000;TOURS;1801134H;SCIENCES, TECHNOLOGIES, SANTÉ;Biodiversité, écologie et évolution;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;cqkij
2020;0383493R;Université Grenoble Alpes;;621  AVENUE CENTRALE;;38040;GRENOBLE CEDEX 9;1601952C;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Économie des organisations;diplôme;2016;2020;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;100;;;Y7ch7
2020;0383493R;Université Grenoble Alpes;;621  AVENUE CENTRALE;;38040;GRENOBLE CEDEX 9;1602389C;SCIENCES, TECHNOLOGIES, SANTÉ;Physique;diplôme;2016;2020;1;Institut polytechnique de Grenoble,Université de Chambery;0;Formation initiale,Formation continue;1er semestre;Oui;60;;;Y7ch7
2020;0383493R;Université Grenoble Alpes;;621  AVENUE CENTRALE;;38040;GRENOBLE CEDEX 9;1603238A;SCIENCES HUMAINES ET SOCIALES;Urbanisme et aménagement;diplôme;2016;2020;1;Ecole nationale supérieure d'architecture de Grenoble;0;Formation initiale,Formation continue;1er semestre;Oui;95;;;Y7ch7
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800161A;SCIENCES HUMAINES ET SOCIALES;Philosophie;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;Philosophie;https://formations.univ-lorraine.fr/master/2663-master-philosophie.html;t6Cq5
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800179V;Autre Domaine;Staps : activité physique adaptée et santé;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;Sciences et techniques des activités physiques et sportives;https://formations.univ-lorraine.fr/17-master/s-1/mention_du_diplome-staps_sciences_et_techniques_des_activites_physiques_et_sportives_activite_physique_adaptee_et_sante/type_de_diplome-master;t6Cq5
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800203W;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences cognitives;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;Mathématiques et informatique appliquées aux sciences humaines et sociales;https://formations.univ-lorraine.fr/17-master/s-1/mention_du_diplome-sciences_cognitives/type_de_diplome-master;t6Cq5
2020;0597065J;Université de Lille;;42 rue Paul Duez;;59000;LILLE;1502496Y;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation et de la formation;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;250;;;Szqy5
2020;0660437S;Université de Perpignan;;52  AVENUE PAUL ALDUY;;66860;PERPIGNAN CEDEX 9;1502062B;DROIT, ECONOMIE, GESTION;Management sectoriel;diplôme;2015;2020;1;;;Formation initiale;1er semestre;Oui;150;;;n1W55
2020;0660437S;Université de Perpignan;;52  AVENUE PAUL ALDUY;;66860;PERPIGNAN CEDEX 9;1503367V;DROIT, ECONOMIE, GESTION;Justice, procès et procédures;diplôme;2015;2020;1;;;Formation initiale;1er semestre;Oui;30;;;n1W55
2020;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800620Z;DROIT, ECONOMIE, GESTION;Administration publique;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;;4k25D
2020;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800663W;SCIENCES, TECHNOLOGIES, SANTÉ;Génie industriel;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;80;;;4k25D
2020;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800668B;ARTS, LETTRES, LANGUES;Didactique des langues;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;Lettres,Langues étrangères appliquées,Langues, littératures et civilisations étrangères et régionales,Lettres, langues;;4k25D
2020;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;2000265P;SCIENCES HUMAINES ET SOCIALES;STAPS : management du sport;diplôme;2020;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;60;;;4k25D
2020;0751718K;Université Paris-II;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1900136Y;DROIT, ECONOMIE, GESTION;Droit du numérique;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Non;;;;GBpkg
2020;0751718K;Université Paris-II;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1900189F;DROIT, ECONOMIE, GESTION;Droit des assurances;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Non;;;;GBpkg
2020;0681166Y;Université de Mulhouse;;2  RUE DES FRERES LUMIERE;;68093;MULHOUSE CEDEX 2;1800756X;DROIT, ECONOMIE, GESTION;Innovation, entreprise et société;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;20;;;OJZ4a
2020;0690187D;Ecole centrale de Lyon;;36  AVENUE GUY DE COLLONGUE;;69134;ECULLY CEDEX;1601994Y;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2016;2021;1;Ecole nationale d'ingénieurs de Saint-Etienne,Ecole nationale des travaux publics de l'Etat,Université Lyon-I;0;Formation initiale;3ème semestre;Sans objet;;;;fWJJA
2020;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON CEDEX 07;1602084W;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;Gestion de l'environnement;diplôme;2016;2021;1;Université de Saint-Etienne,Université Lyon-II,Université Lyon-III,Institut Mines-Télécom (IMT);0;Formation initiale;1er semestre;Oui;6;;;kWved
2020;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON CEDEX 07;1602332R;SCIENCES HUMAINES ET SOCIALES | DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Études européennes et internationales;diplôme;2016;2021;1;Université de Saint-Etienne;0;Formation initiale;1er semestre;Oui;20;;;kWved
2020;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON CEDEX 07;1602831H;SCIENCES HUMAINES ET SOCIALES;Science politique;diplôme;2016;2021;0;Université de Saint-Etienne,Université Lyon-II;0;Formation initiale;3ème semestre;Sans objet;;;;kWved
2020;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON CEDEX 07;1602839S;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Analyse et politique économique;diplôme;2016;2021;1;Université de Saint-Etienne,Université Lyon-II;0;Formation initiale;1er semestre;Oui;12;;;kWved
2020;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS CEDEX 9;1302893N;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2017;2021;1;Université de Nantes,Université d'Angers;1;Formation initiale,Formation continue,Hybride;1er semestre;Non;;Toutes licences;https://inspe.univ-nantes.fr/notre-offre-de-formation/devenir-professeur-en-college-ou-lycee/;9xlel
2020;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS CEDEX 9;1705063D;SCIENCES ET TECHNIQUES DES ACTIVITÉS PHYSIQUES ET SPORTIVES;Sciences et techniques des activités physiques et sportives - STAPS;diplôme;2017;2021;0;Université Rennes-II,Ecole normale supérieure de Rennes;1;;1er semestre;Sans objet;;Sciences et techniques des activités physiques et sportives;http://www.univ-lemans.fr/fr/formation/catalogue-des-formations/master-lmd-MLMD/sciences-technologies-sante-4/master-sciences-et-techniques-des-activites-physiques-et-sportives-staps-parcours-developpement-integration-sport-culture-program-master-sciences-et-techniques-des-activites-physiques-et-sportives-staps-parcours-developpement-integration-sport-culture.html;9xlel
2020;0730858L;Université de Chambéry;;27  RUE MARCOZ;;73011;CHAMBERY CEDEX;1601629B;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;48;;;zCa4j
2020;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1604331H;DROIT, ECONOMIE, GESTION;Management des systèmes d'information;diplôme;2019;2023;1;;;Formation initiale,Apprentissage;1er semestre;Oui;50;;;6G2TU
2020;0931827F;Université Paris-VIII;;2 rue de la Liberté;;93526;ST DENIS CEDEX;1501470H;SCIENCES HUMAINES ET SOCIALES;Culture et communication;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;;;Uxr7Z
2020;0751719L;Université Paris-III;;17  RUE DE LA SORBONNE;;75230;PARIS CEDEX 05;1900336R;ARTS, LETTRES, LANGUES;Direction de projets ou établissements culturels;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;160;;;8k883
2020;0753465J;Agro Paris Tech (Institut des sciences et industries du vivant et de l'environnement);;16 RUE CLAUDE BERNARD;;75231;PARIS CEDEX 05;1501316R;SCIENCES, TECHNOLOGIES, SANTÉ;Biodiversité, écologie et évolution;diplôme;2015;2020;1;Institut national d'études supérieures agronomiques de Montpellier (Montpellier Sup Agro),Université de Montpellier;0;Formation initiale;1er semestre;Oui;3;Droit;http://www2.agroparistech.fr/-Biodiversite-ecologie-evolution-Campus-Montpellier-.html;SsSFH
2020;0753742K;Ecole des hautes études en sciences sociales;;54 boulevard Raspail;;75006;PARIS;1900125M;SCIENCES HUMAINES ET SOCIALES;Sciences sociales;diplôme;2019;2023;1;Communauté d'universités et établissements Université de Recherche Paris Sciences et Lettres - PSL Research University;0;Formation initiale;1er semestre;Oui;20;;;y52D7
2020;0755661W;Institut mines télécom;;46  RUE BARRAULT;;75634;PARIS CEDEX 13;1602328L;DROIT, ECONOMIE, GESTION | ARTS, LETTRES, LANGUES;Design;diplôme;2016;2021;1;Université de Saint-Etienne,Ecole supérieure d'art et design se Saint-Etienne;0;Formation initiale;1er semestre;Oui;20;;https://www.mines-stetienne.fr/formation/master-prospective-design-prode/;6Th4v
2020;0761904G;Université de Rouen;;1  RUE THOMAS BECKET;;76821;MONT ST AIGNAN CEDEX;1701990P;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques appliquées, statistique;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;36;;;G4572
2020;0772894C;Université Gustave Eiffel;;5  BOULEVARD DESCARTES;;77454;MARNE LA VALLEE CEDEX 2;1502230J;DROIT, ECONOMIE, GESTION;Politiques publiques;diplôme;2020;2024;0;Université Paris-XII;1;;1er semestre;Sans objet;;Science politique;https://formations.univ-gustave-eiffel.fr/index.php?id=1941&tx_agof_brochure%5Bbrochure%5D=585&tx_agof_brochure%5Bcontroller%5D=Brochure&tx_agof_brochure%5Baction%5D=show&cHash=3f372711f82c7f3dc719574d6b5ecf7c;3Z5e6
2020;0772894C;Université Gustave Eiffel;;5  BOULEVARD DESCARTES;;77454;MARNE LA VALLEE CEDEX 2;1502355V;SCIENCES HUMAINES ET SOCIALES;Urbanisme et amenagement;diplôme;2020;2024;1;Université Paris-XII;0;Formation initiale,Formation continue;1er semestre;Oui;120;Droit,Economie,Science politique,Histoire,Sociologie,Sciences pour l'ingénieur,Administration économique et sociale,Géographie et aménagement,Sciences sociales,Sciences de la vie et de la Terre;https://formations.univ-gustave-eiffel.fr/index.php?id=1941&tx_agof_brochure%5Bbrochure%5D=647&tx_agof_brochure%5Bcontroller%5D=Brochure&tx_agof_brochure%5Baction%5D=show&cHash=85423ad3fbf7b4db7329a394a1ae9c;3Z5e6
2021;0251215K;Université de Besançon;;1 RUE GOUDIMEL;;25030;BESANCON CEDEX;1701293G;SCIENCES, TECHNOLOGIES, SANTÉ;Santé;diplôme;2017;2022;1;Université de Dijon;0;Formation initiale,Formation continue;1er semestre;Oui;14;;;7Mpgt
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800827Z;SCIENCES ET TECHNOLOGIES;Staps : activité physique adaptée et santé;diplôme;2018;2022;1;Université de Toulon,Université d'Avignon;0;Formation initiale,Formation continue;1er semestre;Oui;15;;;xJdyB
2021;0730858L;Université de Chambéry;Université Savoie Mont Blanc;27 rue Marcoz;;73011;CHAMBERY CEDEX;1601550R;SCIENCES HUMAINES ET SOCIALES;Mondes médiévaux;diplôme;2016;2021;1;Université Lyon-II,Université Lyon-III,Ecole des hautes études en sciences sociales,Ecole normale supérieure de Lyon;0;Formation initiale;1er semestre;Oui;15;;;zCa4j
2021;0751718K;Université Paris-II;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1900140C;DROIT, ECONOMIE, GESTION;Droit de l'immobilier;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;15;;;TWBzp
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1900241N;DROIT, ECONOMIE, GESTION;Gestion des ressources humaines;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;15;;;5cZyU
2021;0756036D;Université Paris Sciences et Lettres;Université PSL;60, rue Mazarine;;75006;PARIS;1900158X;ARTS, LETTRES, LANGUES|SCIENCES HUMAINES ET SOCIALES;Archives;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;15;;;PpsCQ
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;2000201U;SCIENCES, TECHNOLOGIES, SANTÉ;Nanosciences et nanotechnologies;diplôme;2020;2024;1;Ecole centrale de Lille;0;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;16;;;U8a0v
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800878E;DROIT, ECONOMIE, GESTION;Histoire du droit et des institutions;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;Administration publique,Droit;https://formations.univ-amu.fr/ME5DDI.html;xJdyB
2021;0290346U;Université de Brest;Université de Bretagne Occidentale - Brest;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1702573Y;ARTS, LETTRES, LANGUES;Direction de projets ou établissements culturels;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;06SE7
2021;0381912X;Institut polytechnique de Grenoble;;46 avenue Félix Viallet;;38001;GRENOBLE CEDEX 1;1602319B;DROIT, ECONOMIE, GESTION;Entrepreneuriat et management de projets;dossier;2021;;1;Université Grenoble Alpes;0;Formation initiale,Formation continue;1er semestre;Oui;20;;;2ALYK
2021;0542493S;Université de Lorraine;Université de Lorraine;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800152R;Autre Domaine;STAPS : ingénierie et ergonomie de l'activité physique;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;Sciences et techniques des activités physiques et sportives;https://staps-nancy.univ-lorraine.fr/fr/content/master-staps;t6Cq5
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;2100026D;DROIT, ECONOMIE, GESTION;Gestion de patrimoine;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;Droit,Economie,Gestion,Langues étrangères appliquées,Mathématiques et informatique appliquées aux sciences humaines et sociales;https://www.uca.fr/formation/nos-formations/catalogue-des-formations/master-gestion-patrimoine;K4lR3
